id,name,host_id,host_name,neighbourhood,latitude,longitude,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,Cluster,Cluster Name
-1.731034055902339,-0.6701519770263832,-0.86009897365061,0.4469389583385192,1.380185689640008,1.3356273585887668,-0.32629125444520757,-0.3069754780578658,-0.24524031366578924,2.126268573075412,-1.3362841437374613,-0.2558631215155672,-0.1864514472964983,-0.8568646058120514,-0.15107070517369292,-0.8356277676737796,1.1212861695080807,-0.36203511016272827,-0.08767687640674993,-1.04013391731747,1.0908929728788472,-0.1558872268182158,3,"Low Income, Low Spending"
-1.7310256793173526,-1.3363239217802068,-0.8600962767983011,0.185772693818784,1.380185689640008,1.3609347515221568,-0.2877266081399801,-0.0737895511866931,-0.09897262475765597,0.6672379298677231,0.5480522121659273,-0.629754915879893,-0.1864514472964983,-0.8112791551315236,-0.15107070517369292,-0.8356277676737796,1.1212861695080807,-0.36203511016272827,-0.08767687640674993,0.9614146633916366,-0.9166802104894103,-0.1558872268182158,3,"Low Income, Low Spending"
-1.7309794260002542,0.15780147925913315,-0.8600703005133262,0.16346667834378883,1.0892444084785042,-1.1124044404579099,-0.771734584803148,-0.2653351339737278,-0.14772852106036707,3.226153211801208,0.5534283501285617,-0.022180750037863604,-0.1257574390040827,1.5287739798022344,-0.15107070517369292,1.1967050865049638,-0.8918329924988815,-0.36203511016272827,-0.08767687640674993,-1.04013391731747,1.0908929728788472,-0.1558872268182158,3,"Low Income, Low Spending"
-1.7307772043127043,-1.0020430546225103,-0.8599082095127623,0.24277695558821613,0.6382854226781733,-0.8850046778676244,-0.5392634303895216,-0.09460972322876209,-0.24524031366578924,2.3956280764368314,0.5722448329977825,-0.1890967296647947,-0.03471642656545931,1.779493958545137,-0.15107070517369292,1.1967050865049638,-0.8918329924988815,-0.36203511016272827,-0.08767687640674993,-1.04013391731747,1.0908929728788472,-0.1558872268182158,3,"Low Income, Low Spending"
-1.7307771132628675,-1.0018258010260042,-0.8599082095127623,0.24277695558821613,0.6382854226781733,-0.8996756302927705,-0.5591957194913075,-0.302811443649452,-0.29399620996850034,0.3529851759460671,0.08570434737936118,-0.6698147509903565,-0.03471642656545931,1.908652735473299,-0.15107070517369292,1.1967050865049638,-0.8918329924988815,-0.36203511016272827,-0.08767687640674993,-1.04013391731747,1.0908929728788472,-0.1558872268182158,3,"Low Income, Low Spending"
-1.730769374026739,-1.0019706367570083,-0.8599082095127623,0.24277695558821613,0.6382854226781733,-0.8974749874289465,-0.5737116256848654,-0.17789041139703804,-0.24524031366578924,1.0712771849098524,0.5749329019790997,-0.5095754105485025,-0.03471642656545931,1.4527982286680214,-0.15107070517369292,1.1967050865049638,-0.8918329924988815,-0.36203511016272827,-0.08767687640674993,-1.04013391731747,1.0908929728788472,-0.1558872268182158,3,"Low Income, Low Spending"
-1.7305096998921632,0.16851932335344405,-0.8600703005133262,0.16346667834378883,1.0892444084785042,-1.1050689642453366,-0.7719512401192309,-0.2653351339737278,-0.14772852106036707,3.2485998370813265,0.54536414318461,0.024555724257677002,-0.1257574390040827,1.726310932751188,-0.15107070517369292,1.1967050865049638,-0.8918329924988815,-0.36203511016272827,-0.08767687640674993,-1.04013391731747,1.0908929728788472,-0.1558872268182158,3,"Low Income, Low Spending"
-1.7303581019138783,-0.37222487835074125,-0.8595624018091578,0.9736087681647944,0.7546619351427749,-1.2747018516615116,-0.22121342602897426,-0.011329035060486126,1.0711688865074103,-0.275520331897245,0.5023550394835341,-0.5896950807694294,-0.1864514472964983,-0.13509497003702864,-0.15107070517369292,1.1967050865049638,-0.8918329924988815,-0.36203511016272827,-0.08767687640674993,0.9614146633916366,-0.9166802104894103,-0.1558872268182158,3,"Low Income, Low Spending"
-1.7301109926567821,-1.7178936551107749,-0.8594303705350366,1.4779725625160742,1.0310561522462034,-0.1255995029592482,-0.9875232798596174,0.11359199719192782,1.1199247828101213,-0.051054079096062105,0.566868695035148,-0.7165512252858971,-0.1864514472964983,0.3131619616548276,-0.15107070517369292,-0.8356277676737796,1.1212861695080807,-0.36203511016272827,-0.08767687640674993,0.9614146633916366,-0.9166802104894103,-0.1558872268182158,3,"Low Income, Low Spending"
-1.730009289989068,0.11456801355437908,-0.8593793974821987,1.1709550439644045,0.6382854226781733,-1.0181435711260465,-0.6761895903050262,0.30097354557054873,-0.19648441736307815,-0.432646708858073,-1.1615596599518403,-0.8100241738769786,-0.1864514472964983,-0.8568646058120514,-0.15107070517369292,1.1967050865049638,-0.8918329924988815,-0.36203511016272827,-0.08767687640674993,0.9614146633916366,-0.9166802104894103,-0.1558872268182158,3,"Low Income, Low Spending"
